,0,1,2
0,0.23319013,0.75842845,0.36657944
1,0.7040168,0.3046251,2.5310006
2,-1.0752225,0.3533967,-1.2528459
3,-0.46037337,-0.22447978,-0.16909459
4,1.1311879,-1.4819992,-1.3006967
5,-0.89372754,-0.6069436,0.27618688
6,-1.3718157,-0.229504,0.64810044
7,1.5909764,0.3555249,1.9593586
8,0.065121315,-0.532622,1.5215902
9,-0.26098225,1.8859403,1.5492096
10,-1.4789603,1.1023496,-1.7637657
11,-1.2282263,-0.16853581,0.20999615
12,-1.4676409,0.53538334,0.8217866
13,0.8530863,-0.97732687,0.032748926
14,2.005304,-0.64438593,-1.8991674
15,-1.9422487,-0.0891833,1.7748543
16,0.4944371,-1.6455146,1.0410268
17,0.0064059035,1.0091425,0.8662162
18,0.80829334,-0.62931955,-1.114022
19,0.3164119,2.551994,-1.1805644
20,-0.82128346,1.8365644,0.8053165
21,-1.3579377,-1.1541268,-1.1530486
22,-0.8485607,1.9281998,0.44982535
23,0.20398697,-1.5127461,0.008490293
24,-0.46616292,-0.4204286,-0.14507687
25,-1.6849307,-0.2690603,0.3648558
26,-0.06412879,-1.0664171,-1.3084443
27,2.1838877,-1.2465798,-1.3484489
28,-1.2514567,0.26806894,0.4147939
29,-0.85035384,-1.7248353,-0.9200686
30,-0.68040615,-0.30583143,2.076135
31,0.21360575,0.5551452,0.5888907
32,-0.1497189,0.9643333,-0.35322177
33,0.13639732,-1.1427965,1.3713726
34,-1.6348854,-1.3889208,0.99894416
35,0.046193425,-0.14024109,0.7098703
36,-0.97331244,-0.1690371,1.2220877
37,-0.7256319,-0.14184752,0.45066342
38,0.117987365,2.4117146,0.8339267
39,-0.7707992,1.0131156,-0.23116216
40,2.4118655,-0.73595834,0.3595771
41,1.0759567,0.8007394,1.0215169
42,-0.47252762,-0.5879255,-0.0956005
43,-0.16362518,-0.6953559,-1.084168
44,0.65258646,1.2960159,0.4632263
45,-1.7485459,1.3709164,0.7745354
46,-1.6617206,-0.9279869,1.7137434
