,0,1,2,3,4,5,6,7,8,9
22,0.3828864,0.6171136,0.8077706,0.19222939,0.68430024,0.31569976,0.48272118,0.51727885,0.75518423,0.24481574
23,0.38174707,0.61825293,0.8528042,0.14719582,0.6148621,0.38513792,0.50264484,0.4973552,0.7201468,0.27985322
24,0.30323333,0.6967667,0.6601992,0.33980078,0.789927,0.210073,0.36140284,0.63859713,0.7817143,0.21828568
25,0.39533588,0.60466415,0.7701517,0.22984836,0.4694144,0.5305856,0.49501923,0.5049808,0.78047764,0.21952234
26,0.39533946,0.6046605,0.8473569,0.15264308,0.6712653,0.3287347,0.6693594,0.3306406,0.7736698,0.22633024
27,0.42273936,0.5772607,0.7976155,0.2023845,0.4818299,0.51817006,0.5898559,0.41014406,0.74390525,0.25609475
28,0.382151,0.617849,0.7354336,0.2645664,0.5250182,0.47498176,0.4927255,0.5072745,0.7042756,0.2957244
29,0.3928426,0.6071574,0.7215665,0.2784335,0.34405681,0.65594316,0.61892813,0.38107187,0.72292686,0.27707312
30,0.4665195,0.5334805,0.7214471,0.2785529,0.7483163,0.25168374,0.68335783,0.31664214,0.80684876,0.19315127
31,0.38555148,0.61444855,0.7995102,0.20048985,0.82331973,0.17668028,0.5136877,0.48631233,0.75048774,0.24951227
32,0.34350696,0.65649307,0.7008123,0.29918772,0.5530836,0.44691637,0.5781563,0.42184374,0.7487734,0.25122663
33,0.44963178,0.55036825,0.85661346,0.14338656,0.58205277,0.41794723,0.57267594,0.42732406,0.7013266,0.29867336
34,0.33547246,0.66452754,0.7676985,0.23230147,0.6747804,0.32521957,0.63705206,0.36294794,0.8096513,0.19034871
35,0.43432984,0.56567013,0.7453396,0.2546604,0.6248223,0.3751777,0.43068963,0.56931037,0.8482558,0.15174419
36,0.51030314,0.48969686,0.79979163,0.20020835,0.49705657,0.5029434,0.61360186,0.3863981,0.67780703,0.322193
37,0.42080534,0.57919466,0.8507136,0.14928642,0.51128924,0.48871073,0.5492606,0.45073938,0.69884115,0.30115882
38,0.3429232,0.65707684,0.85618234,0.14381765,0.43296745,0.5670326,0.56281245,0.43718755,0.7632718,0.23672818
39,0.4584076,0.54159236,0.6276989,0.37230107,0.53087306,0.4691269,0.80128103,0.19871898,0.78075236,0.21924767
40,0.43259907,0.56740093,0.66507405,0.33492595,0.27152506,0.7284749,0.54976916,0.45023087,0.69188386,0.30811614
41,0.42595398,0.574046,0.7012765,0.29872352,0.48487228,0.5151277,0.22869311,0.7713069,0.78385514,0.21614484
42,0.51537025,0.48462975,0.6764858,0.32351422,0.60881394,0.39118606,0.4985794,0.5014206,0.71787244,0.28212753
43,0.37388408,0.6261159,0.75171155,0.24828847,0.77134347,0.2286565,0.65540797,0.344592,0.71446323,0.28553677
44,0.39471966,0.60528034,0.70483905,0.29516098,0.44863972,0.55136025,0.5406447,0.45935526,0.6860641,0.31393588
45,0.36876255,0.63123745,0.74344337,0.2565566,0.43144685,0.56855315,0.2621446,0.73785543,0.7351272,0.2648728
46,0.45054573,0.5494543,0.81536865,0.18463132,0.6099328,0.39006722,0.5216896,0.47831038,0.76160717,0.23839284
47,0.38501772,0.6149823,0.7464611,0.2535389,0.44398594,0.55601406,0.61251014,0.38748989,0.81634647,0.18365356
48,0.44605133,0.5539487,0.77083665,0.22916336,0.69101924,0.30898076,0.60567194,0.39432806,0.6639113,0.33608872
49,0.43610883,0.5638912,0.67587185,0.32412815,0.57219434,0.42780566,0.4193079,0.5806921,0.7658295,0.23417048
50,0.40077403,0.59922594,0.7191694,0.28083062,0.5842016,0.41579843,0.71503425,0.28496575,0.79754573,0.20245427
51,0.268447,0.731553,0.8052154,0.1947846,0.7655212,0.23447874,0.46020168,0.5397983,0.802629,0.19737098
52,0.47171745,0.5282826,0.68956095,0.31043908,0.5254115,0.4745885,0.47232822,0.52767175,0.62764364,0.37235636
53,0.4131896,0.5868104,0.73828775,0.26171228,0.4925878,0.5074122,0.6504759,0.34952405,0.83294934,0.16705064
54,0.4679408,0.5320592,0.74364465,0.25635535,0.45934325,0.54065675,0.64249843,0.35750157,0.75710416,0.24289581
55,0.39903963,0.6009604,0.73375976,0.26624024,0.6518404,0.34815958,0.46798217,0.5320178,0.7975966,0.20240343
56,0.29517788,0.7048221,0.6879264,0.3120736,0.57534313,0.42465687,0.4786613,0.5213387,0.7612835,0.2387165
57,0.3566858,0.64331424,0.7857555,0.21424451,0.3989182,0.6010818,0.5743986,0.42560142,0.78354985,0.21645017
58,0.4355042,0.5644958,0.64697367,0.3530263,0.47947857,0.5205214,0.6209015,0.37909845,0.7828356,0.21716438
59,0.41987512,0.5801249,0.59376216,0.40623784,0.49085814,0.50914186,0.39690587,0.6030941,0.74541974,0.2545803
60,0.43450558,0.5654944,0.78100204,0.21899793,0.6163786,0.38362136,0.406648,0.593352,0.80572623,0.19427375
61,0.29983392,0.7001661,0.67623526,0.32376474,0.61607826,0.3839217,0.3439512,0.65604883,0.81777084,0.18222918
62,0.40906528,0.59093475,0.80302465,0.19697535,0.46473786,0.5352621,0.48102924,0.5189707,0.6797131,0.32028693
63,0.54113406,0.4588659,0.7292755,0.2707245,0.47982383,0.5201762,0.6537353,0.3462647,0.85760486,0.14239517
64,0.43882105,0.561179,0.6526185,0.34738147,0.5064158,0.49358422,0.5465154,0.4534846,0.8527389,0.14726107
65,0.48462275,0.5153773,0.641945,0.358055,0.47478348,0.5252165,0.36029214,0.63970786,0.7761918,0.22380826
66,0.34615153,0.65384847,0.6961193,0.3038807,0.6624695,0.3375305,0.6636172,0.33638278,0.7599694,0.24003057
67,0.43353322,0.5664668,0.7174315,0.2825685,0.53732103,0.46267897,0.7356374,0.26436257,0.6706999,0.32930014
68,0.41270304,0.58729696,0.7173734,0.28262663,0.4881355,0.5118645,0.51585287,0.48414716,0.7765064,0.22349356
69,0.49017113,0.50982887,0.7511764,0.24882355,0.5185456,0.48145434,0.6946678,0.3053322,0.6533691,0.34663087
70,0.3721497,0.6278503,0.72053677,0.27946323,0.7484842,0.25151584,0.556439,0.44356105,0.8027513,0.19724871
71,0.43438575,0.5656143,0.76717347,0.23282653,0.44634694,0.55365306,0.5100056,0.4899944,0.784161,0.21583904
72,0.37064457,0.62935543,0.82018715,0.17981285,0.5410668,0.45893317,0.71219873,0.2878013,0.83360624,0.16639379
73,0.56436,0.43564,0.70256823,0.29743174,0.4154923,0.5845077,0.5715441,0.42845592,0.7423284,0.2576716
74,0.45388365,0.54611635,0.78454983,0.21545017,0.42046893,0.5795311,0.40431094,0.59568906,0.74853057,0.25146943
75,0.37915254,0.62084746,0.79335964,0.20664033,0.66591805,0.33408195,0.55204505,0.44795495,0.80088955,0.19911046
76,0.5125729,0.48742715,0.7488966,0.2511034,0.3911947,0.6088053,0.305602,0.694398,0.8568916,0.14310843
77,0.3924616,0.6075384,0.7399852,0.26001477,0.6307311,0.36926892,0.63664067,0.36335933,0.8669964,0.13300362
78,0.46559802,0.53440195,0.7984883,0.20151167,0.66172427,0.33827573,0.40577188,0.59422815,0.8322638,0.16773616
79,0.38594002,0.61406,0.6862972,0.3137028,0.61985743,0.38014257,0.6996069,0.3003931,0.7693928,0.23060723
80,0.3299007,0.6700993,0.6810045,0.31899548,0.5615913,0.43840867,0.69693536,0.30306467,0.788818,0.21118201
81,0.3965957,0.6034043,0.65927815,0.34072185,0.6362149,0.3637851,0.47405434,0.52594566,0.7885343,0.21146575
82,0.413653,0.586347,0.6523853,0.3476147,0.62215567,0.37784433,0.57812995,0.42187005,0.768228,0.231772
83,0.3617049,0.6382951,0.7624745,0.23752551,0.30988362,0.6901164,0.60573876,0.3942612,0.7942415,0.20575851
84,0.46443325,0.53556675,0.77532727,0.2246727,0.704319,0.295681,0.509528,0.49047202,0.72690916,0.27309087
85,0.37127733,0.62872267,0.6987657,0.3012343,0.553132,0.446868,0.7731154,0.22688462,0.7729925,0.2270075
86,0.45201638,0.54798365,0.7840851,0.21591489,0.72963065,0.27036938,0.46750566,0.5324943,0.76474094,0.23525903
87,0.50747144,0.49252856,0.85305214,0.14694785,0.73713833,0.26286167,0.6016861,0.39831388,0.8167732,0.18322685
88,0.5284071,0.47159287,0.73010457,0.26989546,0.41456437,0.5854356,0.6180732,0.3819268,0.82043433,0.17956564
89,0.40797547,0.59202456,0.7146117,0.2853883,0.6191698,0.38083023,0.59096515,0.40903488,0.80873305,0.19126694
90,0.43962416,0.56037587,0.7392414,0.26075858,0.51378226,0.48621774,0.5590755,0.44092453,0.7460668,0.25393316
91,0.3473529,0.65264714,0.7271807,0.27281928,0.63269633,0.3673037,0.47739127,0.5226087,0.7952588,0.2047412
92,0.50796425,0.49203572,0.7080629,0.2919371,0.60195017,0.39804983,0.65245944,0.34754056,0.76363486,0.23636511
93,0.49230173,0.50769824,0.7029557,0.2970443,0.8201334,0.17986661,0.5769307,0.4230693,0.7416326,0.25836742
94,0.4620377,0.53796226,0.7554046,0.24459541,0.75731975,0.24268027,0.77463025,0.22536972,0.7361109,0.26388904
95,0.44079512,0.5592049,0.77531534,0.22468464,0.6351035,0.36489648,0.54622376,0.45377627,0.7446989,0.25530115
96,0.4749697,0.5250303,0.74694157,0.25305843,0.46555924,0.53444076,0.64004654,0.35995346,0.87760305,0.12239693
97,0.4271211,0.5728789,0.7015823,0.29841766,0.50906485,0.49093515,0.6047971,0.39520285,0.8107606,0.18923937
98,0.385669,0.614331,0.7639255,0.23607449,0.49657333,0.5034267,0.3179774,0.6820226,0.72706884,0.27293113
99,0.49124533,0.5087547,0.756826,0.24317403,0.6173478,0.38265225,0.5409924,0.4590076,0.7464522,0.25354782
100,0.4633619,0.53663814,0.7303458,0.2696542,0.6003476,0.39965242,0.5443315,0.4556685,0.75875217,0.24124783
101,0.30077428,0.6992257,0.6438754,0.35612458,0.55397934,0.4460207,0.741267,0.258733,0.8084425,0.19155751
102,0.43605292,0.5639471,0.7701619,0.22983806,0.33835438,0.66164565,0.4848765,0.5151235,0.7428175,0.25718248
103,0.5105946,0.48940542,0.7505255,0.24947456,0.47182262,0.5281774,0.70135075,0.29864925,0.7605111,0.2394889
104,0.38228878,0.61771125,0.70785093,0.29214907,0.5489222,0.45107782,0.6148454,0.38515463,0.68625575,0.31374425
105,0.4431647,0.5568353,0.80518067,0.19481935,0.54317665,0.45682332,0.7024905,0.2975095,0.7166829,0.2833171
106,0.39346892,0.6065311,0.71483266,0.2851673,0.4633248,0.5366752,0.5419855,0.4580145,0.7676131,0.23238687
107,0.4721139,0.5278861,0.78550357,0.21449642,0.45405936,0.54594064,0.356338,0.643662,0.767043,0.232957
108,0.4241951,0.5758049,0.787293,0.21270695,0.58854586,0.4114541,0.68104064,0.31895933,0.72109014,0.27890986
109,0.36987674,0.63012326,0.70627725,0.29372275,0.38637236,0.6136276,0.64285165,0.35714832,0.86094606,0.13905394
110,0.344958,0.655042,0.77401876,0.22598124,0.7063697,0.2936303,0.41900733,0.5809927,0.7789751,0.22102487
111,0.42670035,0.57329965,0.65632015,0.34367985,0.6803761,0.31962392,0.66861385,0.33138615,0.7275741,0.2724259
112,0.37545827,0.62454176,0.80503994,0.19496007,0.59921515,0.40078485,0.5837889,0.41621116,0.728587,0.271413
113,0.3385495,0.6614505,0.7524362,0.24756381,0.7739546,0.22604541,0.50770587,0.49229413,0.7573262,0.2426738
114,0.46491706,0.53508294,0.7237053,0.27629468,0.60049886,0.39950112,0.71585834,0.28414166,0.6251057,0.37489432
115,0.46154812,0.53845185,0.74766755,0.25233242,0.67247045,0.32752952,0.5982735,0.40172645,0.7393228,0.26067725
116,0.43633863,0.5636614,0.74227846,0.25772154,0.6684349,0.33156505,0.69953454,0.3004655,0.7661369,0.2338631
117,0.48035404,0.5196459,0.76965344,0.23034656,0.713821,0.28617898,0.6588918,0.34110817,0.71286136,0.28713864
118,0.457071,0.542929,0.7231585,0.27684155,0.61114347,0.3888565,0.86737865,0.13262135,0.7829804,0.21701963
119,0.34582868,0.6541713,0.7808999,0.2191001,0.6888697,0.3111303,0.54234535,0.45765463,0.8042088,0.19579117
120,0.4433038,0.5566962,0.8078109,0.1921891,0.56621504,0.43378493,0.31225815,0.6877418,0.7904513,0.20954873
121,0.44707444,0.5529255,0.7932708,0.20672917,0.41629046,0.58370954,0.6565345,0.3434655,0.796771,0.20322903
122,0.41594225,0.58405775,0.7339015,0.26609847,0.6110009,0.38899913,0.4680298,0.5319702,0.7050555,0.2949445
123,0.41962793,0.58037204,0.7731051,0.2268949,0.33271834,0.6672817,0.6699679,0.33003208,0.76643175,0.23356824
124,0.38097775,0.61902225,0.7623803,0.23761971,0.4339933,0.5660067,0.49003205,0.5099679,0.74377495,0.25622508
125,0.40283,0.59717,0.8092281,0.19077185,0.48517382,0.5148262,0.49211118,0.5078888,0.731951,0.268049
126,0.43617296,0.56382704,0.70808744,0.29191253,0.49966916,0.50033087,0.4298124,0.57018757,0.78009987,0.21990013
127,0.4920037,0.50799626,0.6786624,0.3213376,0.83126706,0.16873291,0.819065,0.18093504,0.7329208,0.26707914
128,0.41912398,0.58087605,0.6937403,0.30625972,0.4786966,0.5213034,0.6353679,0.3646321,0.77830285,0.22169718
129,0.3968604,0.60313964,0.80521744,0.19478254,0.5429656,0.4570344,0.56740403,0.43259597,0.7718156,0.22818443
130,0.3448543,0.6551457,0.85081583,0.14918417,0.5106078,0.48939225,0.52841735,0.47158268,0.7607967,0.23920327
131,0.48033914,0.5196609,0.6535769,0.3464231,0.6941129,0.3058871,0.58517355,0.41482645,0.72532475,0.27467525
132,0.3251659,0.67483413,0.7404664,0.25953358,0.42697808,0.57302195,0.5911439,0.4088561,0.7265016,0.27349845
133,0.42155588,0.5784441,0.6873959,0.3126041,0.7411544,0.2588456,0.47808343,0.52191657,0.7934678,0.20653217
134,0.4568138,0.5431862,0.6167463,0.3832537,0.40775883,0.59224117,0.41671848,0.5832815,0.75095415,0.24904588
135,0.45221332,0.54778665,0.70470023,0.29529977,0.60661286,0.39338717,0.8217639,0.17823613,0.6985782,0.30142182
136,0.4669535,0.53304654,0.7699374,0.23006262,0.4604818,0.5395182,0.45035085,0.5496491,0.6242771,0.3757229
137,0.3978058,0.6021942,0.7713959,0.22860411,0.5872659,0.41273412,0.41379195,0.58620805,0.76867825,0.23132175
138,0.36358643,0.6364136,0.8196198,0.18038023,0.6414927,0.35850728,0.4623822,0.5376178,0.75041765,0.24958232
139,0.4484636,0.5515364,0.76046544,0.23953454,0.76448923,0.23551075,0.55877024,0.44122973,0.84190816,0.15809181
140,0.46358407,0.53641593,0.8224551,0.1775449,0.5563401,0.44365987,0.49963897,0.500361,0.7695407,0.23045929
141,0.38227618,0.6177238,0.8108688,0.1891312,0.65761966,0.34238037,0.6471932,0.3528068,0.78107405,0.21892594
142,0.49053034,0.5094696,0.6878137,0.3121863,0.5150608,0.48493922,0.591612,0.408388,0.81291896,0.18708102
143,0.49123457,0.5087654,0.7602304,0.23976956,0.65349954,0.34650043,0.44214556,0.5578544,0.8069962,0.19300379
144,0.34561577,0.6543842,0.6637326,0.33626744,0.6781719,0.32182813,0.67865676,0.3213432,0.75731707,0.24268293
145,0.36306977,0.6369302,0.77058923,0.22941075,0.65674675,0.34325325,0.43605477,0.56394523,0.7439948,0.25600526
146,0.4948933,0.5051067,0.80791014,0.19208986,0.57052386,0.42947614,0.46536127,0.5346387,0.7641038,0.23589621
147,0.41439426,0.58560574,0.70466405,0.29533592,0.7534693,0.24653068,0.5496423,0.4503577,0.8165374,0.18346262
148,0.5119128,0.48808718,0.66229606,0.3377039,0.61563516,0.38436484,0.49385095,0.50614905,0.79671335,0.20328668
149,0.42669532,0.57330465,0.6712648,0.32873517,0.59564596,0.40435404,0.46141168,0.53858835,0.7139475,0.28605253
150,0.45618093,0.54381907,0.7982628,0.20173721,0.64671576,0.35328427,0.5958234,0.4041766,0.7922171,0.20778291
151,0.51515275,0.48484728,0.7314861,0.2685139,0.70172715,0.29827288,0.44770584,0.5522942,0.7087682,0.2912318
152,0.44892195,0.551078,0.760655,0.23934503,0.6040085,0.3959915,0.56598353,0.43401647,0.7868621,0.21313792
153,0.38954142,0.6104586,0.69964,0.30036002,0.4920426,0.5079574,0.39897293,0.6010271,0.75837255,0.24162744
154,0.41353503,0.586465,0.82099223,0.17900775,0.52428037,0.47571963,0.6990797,0.30092034,0.81872386,0.18127613
155,0.49854103,0.50145894,0.767665,0.23233497,0.595591,0.404409,0.62655365,0.37344632,0.7682294,0.23177059
156,0.39636266,0.60363734,0.7523389,0.2476611,0.478836,0.521164,0.43600655,0.56399345,0.78372616,0.21627384
157,0.5153013,0.48469874,0.6908689,0.3091311,0.69824773,0.30175227,0.43945956,0.56054044,0.7862246,0.2137754
158,0.42356777,0.5764322,0.6725501,0.32744995,0.7572189,0.2427811,0.4550101,0.5449899,0.70538604,0.29461393
159,0.4618407,0.5381593,0.7450333,0.2549667,0.6421457,0.3578543,0.6225737,0.3774263,0.8120813,0.18791874
160,0.47923082,0.5207692,0.7322272,0.2677728,0.73236424,0.2676358,0.80822784,0.19177213,0.8277412,0.17225881
161,0.423809,0.576191,0.77479565,0.22520433,0.6227382,0.3772618,0.7634949,0.2365051,0.7970076,0.2029924
162,0.39512664,0.60487336,0.68932736,0.31067267,0.6107094,0.38929057,0.5247995,0.47520044,0.74535036,0.2546496
163,0.505647,0.49435297,0.7526452,0.24735479,0.75189227,0.24810772,0.4449685,0.5550315,0.7962478,0.2037522
164,0.38968834,0.6103117,0.7674315,0.23256849,0.5134841,0.48651588,0.5126943,0.4873057,0.809754,0.190246
165,0.58850294,0.41149706,0.81029093,0.18970908,0.4871497,0.51285034,0.58935183,0.41064814,0.75102675,0.24897324
166,0.318095,0.68190503,0.7287744,0.27122557,0.440324,0.559676,0.40295076,0.59704924,0.7587068,0.24129322
167,0.5012431,0.49875692,0.7041953,0.29580465,0.5417161,0.45828393,0.6313805,0.36861953,0.8402581,0.1597419
168,0.36588368,0.63411635,0.6998355,0.30016452,0.55219615,0.44780388,0.47140905,0.5285909,0.7599636,0.24003644
169,0.31189105,0.6881089,0.7442062,0.25579384,0.5777972,0.42220283,0.7269842,0.2730158,0.8026497,0.19735031
170,0.4914068,0.5085932,0.85646945,0.14353058,0.4060692,0.5939308,0.5992112,0.4007888,0.76726305,0.23273695
171,0.40051255,0.5994874,0.73544466,0.26455534,0.5615163,0.43848372,0.6041988,0.39580122,0.79962134,0.20037867
172,0.41591096,0.58408904,0.7379415,0.2620585,0.515913,0.484087,0.80006504,0.19993497,0.7957812,0.20421878
173,0.45657527,0.5434247,0.7262953,0.27370468,0.6559332,0.34406683,0.6745627,0.32543728,0.7725652,0.22743478
174,0.54122293,0.4587771,0.7962125,0.2037875,0.7216783,0.27832165,0.51324207,0.4867579,0.7812795,0.2187205
175,0.29969072,0.7003093,0.79671806,0.20328197,0.43569076,0.56430924,0.51141,0.48859003,0.7100136,0.28998637
176,0.39129177,0.60870826,0.7705333,0.22946668,0.4671778,0.5328222,0.61881155,0.38118845,0.7650625,0.23493747
177,0.45733884,0.5426612,0.79512215,0.20487785,0.40930104,0.59069896,0.5356342,0.4643658,0.76613617,0.23386385
178,0.38553685,0.61446315,0.72806305,0.27193695,0.5612241,0.4387759,0.60624015,0.39375985,0.8222519,0.17774807
179,0.27397984,0.72602016,0.82253015,0.17746983,0.56287956,0.43712047,0.5375853,0.46241465,0.74990994,0.25009003
180,0.4477465,0.55225354,0.73907214,0.26092786,0.6944311,0.30556887,0.55055964,0.4494404,0.75991285,0.24008717
181,0.5263531,0.47364688,0.7847208,0.21527919,0.34094614,0.65905386,0.56959885,0.43040112,0.7680712,0.23192881
182,0.4575065,0.5424935,0.8099733,0.19002673,0.41872782,0.5812722,0.60879564,0.3912044,0.8388273,0.16117266
183,0.4854198,0.5145802,0.63236445,0.36763555,0.63202316,0.36797684,0.49001786,0.5099821,0.79953235,0.20046765
184,0.47973648,0.52026355,0.66716284,0.3328372,0.65025216,0.34974784,0.4778559,0.5221441,0.7484303,0.2515697
185,0.433512,0.56648797,0.68140787,0.3185921,0.41598615,0.5840139,0.7061247,0.29387528,0.8211887,0.17881134
186,0.4362023,0.5637977,0.6678976,0.3321024,0.6421193,0.35788068,0.6016207,0.3983793,0.74895906,0.25104094
187,0.595908,0.40409198,0.785344,0.21465603,0.480607,0.51939297,0.45360905,0.54639095,0.75996596,0.24003407
188,0.42536345,0.5746366,0.83223474,0.16776524,0.48505422,0.5149458,0.5199631,0.48003688,0.80063456,0.19936547
189,0.4118823,0.58811766,0.7151546,0.28484538,0.85367286,0.14632712,0.64436704,0.35563296,0.7664669,0.23353308
190,0.35889074,0.6411093,0.7581572,0.24184278,0.4278597,0.5721403,0.39791468,0.6020853,0.7682457,0.23175432
191,0.3622077,0.6377923,0.7623192,0.23768078,0.62496114,0.37503886,0.56202126,0.4379787,0.7204449,0.27955508
192,0.40246817,0.59753186,0.79826856,0.20173146,0.71249694,0.28750303,0.66410786,0.33589217,0.70346856,0.29653147
193,0.49797836,0.5020217,0.718144,0.28185603,0.78766817,0.21233182,0.60351694,0.39648303,0.7995599,0.20044008
194,0.41105914,0.58894086,0.77340984,0.22659019,0.38751084,0.61248916,0.71698284,0.28301716,0.7651608,0.23483923
195,0.42046684,0.57953316,0.716184,0.283816,0.69040203,0.30959797,0.38385332,0.6161467,0.7760872,0.22391276
196,0.539315,0.460685,0.7454288,0.25457123,0.5304527,0.4695473,0.3407027,0.6592973,0.78547174,0.21452823
197,0.3517906,0.6482094,0.7648459,0.23515408,0.56965697,0.43034306,0.66628706,0.33371294,0.70925444,0.29074553
198,0.444543,0.555457,0.6694988,0.33050123,0.5065967,0.49340332,0.47175452,0.52824545,0.7264974,0.27350262
199,0.45137826,0.5486218,0.7355981,0.2644019,0.34590977,0.6540902,0.6394297,0.3605703,0.7061416,0.29385838
200,0.40144855,0.59855145,0.7558965,0.2441035,0.6926097,0.30739027,0.58723164,0.41276836,0.69147074,0.30852926
201,0.45160592,0.5483941,0.8077929,0.19220708,0.6383445,0.36165547,0.6669402,0.33305982,0.7795714,0.2204286
202,0.37369138,0.6263086,0.7877432,0.2122568,0.343747,0.65625304,0.35608965,0.64391035,0.80942196,0.19057806
203,0.3706364,0.6293636,0.75225157,0.24774846,0.5706917,0.42930827,0.53054893,0.46945104,0.71143335,0.28856665
204,0.4730904,0.5269096,0.7208574,0.27914262,0.6717691,0.32823092,0.4831932,0.51680684,0.74527985,0.25472015
205,0.44133708,0.55866295,0.72342455,0.27657545,0.52805734,0.47194266,0.852404,0.14759597,0.8533868,0.14661321
206,0.30385146,0.6961485,0.87843484,0.12156514,0.5901703,0.40982968,0.5036113,0.49638867,0.7575761,0.24242389
207,0.32828707,0.67171293,0.7137056,0.28629443,0.50624245,0.49375755,0.2775726,0.72242737,0.7029062,0.2970938
208,0.41333666,0.5866633,0.70508254,0.29491746,0.39970338,0.6002966,0.416285,0.58371496,0.8062763,0.19372368
209,0.40092424,0.5990758,0.6703244,0.3296756,0.4396174,0.5603826,0.5779426,0.42205736,0.7234308,0.2765692
210,0.347593,0.652407,0.77957255,0.22042742,0.5085654,0.49143457,0.49196357,0.50803643,0.7247715,0.27522847
211,0.42406654,0.57593346,0.7547467,0.24525332,0.5505364,0.44946364,0.48361433,0.5163857,0.8252799,0.17472014
212,0.4288744,0.57112557,0.7736225,0.22637747,0.5468818,0.4531182,0.57129145,0.42870855,0.7860124,0.21398757
213,0.3706051,0.6293949,0.7249513,0.2750487,0.68599564,0.3140044,0.5979337,0.40206632,0.71554774,0.28445226
214,0.4447429,0.55525714,0.81640637,0.18359366,0.55148935,0.44851068,0.7825484,0.21745154,0.8442603,0.15573974
215,0.42195067,0.5780493,0.7555818,0.24441819,0.6115772,0.3884228,0.6376384,0.3623616,0.80564874,0.19435126
216,0.44731295,0.55268705,0.77329564,0.22670436,0.6775666,0.3224334,0.48366722,0.5163328,0.7091641,0.2908359
217,0.30281106,0.697189,0.5883424,0.41165757,0.79964346,0.20035654,0.51049024,0.48950976,0.83366823,0.16633175
218,0.43882212,0.5611779,0.8626568,0.13734324,0.44956955,0.5504304,0.7396674,0.26033258,0.68685323,0.31314674
219,0.35093215,0.6490679,0.7757751,0.22422494,0.601089,0.39891097,0.5742855,0.4257145,0.63340646,0.3665935
220,0.38872057,0.6112794,0.66447234,0.33552766,0.61392957,0.38607043,0.74755687,0.25244316,0.7663591,0.23364094
221,0.36564988,0.6343501,0.75214016,0.24785985,0.71665305,0.28334695,0.46964657,0.5303534,0.8001943,0.19980568
222,0.3682494,0.63175064,0.8410723,0.15892771,0.7211768,0.2788232,0.6519157,0.34808424,0.7856923,0.21430773
223,0.39101872,0.6089813,0.82093686,0.17906316,0.5885763,0.41142368,0.6861854,0.31381458,0.7179066,0.2820934
224,0.37132534,0.6286746,0.69458586,0.30541414,0.46619704,0.533803,0.77543074,0.22456926,0.8431012,0.15689881
225,0.4684915,0.5315085,0.75782096,0.24217904,0.6817644,0.31823555,0.2942257,0.7057743,0.73188823,0.26811177
