,0,1
0,-0.57954246,-2.9004292
1,-0.63234997,-2.9361482
2,-0.5121941,-3.0464623
3,-0.5154524,-2.9135337
4,-0.446339,-2.960588
5,-0.32994413,-3.032815
6,-0.47987098,-3.04689
7,-0.59573746,-3.005387
8,-0.4573206,-3.1014028
9,-0.5293125,-3.014265
10,-0.5547613,-3.0594225
11,-0.38719547,-3.0195463
12,-0.5280474,-2.925558
13,-0.49537945,-2.931411
14,-0.48074034,-3.0050538
15,-0.37869608,-2.990876
16,-0.4791527,-3.049789
17,-0.4705475,-2.9591713
18,-0.35286796,-3.027068
19,-0.4125191,-3.0188842
20,-0.41895562,-3.0138397
21,-0.5392346,-3.0005302
22,-0.52199745,-2.9511397
23,-0.4137177,-3.096713
24,-0.5172202,-2.9364436
25,-0.50471866,-3.057416
26,-0.5153811,-3.0244021
27,-0.50803375,-2.9904282
28,-0.3620066,-3.0163147
29,-0.60221446,-3.002067
30,-0.38932055,-2.9794114
31,-0.5533679,-2.9670274
32,-0.6296441,-2.9540792
33,-0.58532405,-2.9824662
34,-0.32216585,-3.0421102
35,-0.4043162,-3.1185946
36,-0.55724204,-2.9801726
37,-0.5002556,-2.968633
38,-0.5546056,-2.9668756
39,-0.38987213,-3.0655532
40,-0.5698327,-3.0419788
41,-0.49558285,-3.025236
42,-0.5245038,-2.9397187
43,-0.4636156,-3.106717
44,-0.5500264,-3.0454855
45,-0.5216657,-2.9622262
46,-0.46131232,-3.0049493
47,-0.5333648,-2.9655974
48,-0.43644664,-3.0073352
49,-0.5393894,-2.928211
50,-0.3635338,-3.047772
51,-0.5188296,-2.9981892
52,-0.3446787,-3.039486
53,-0.47048506,-2.9345639
54,-0.47623762,-3.039279
55,-0.5160391,-3.0132327
56,-0.5020032,-3.0197577
57,-0.5524428,-2.9731917
58,-0.46007392,-3.0224302
59,-0.46170592,-2.9660435
60,-0.51988924,-2.9550605
61,-0.5309862,-3.0369787
62,-0.5052391,-3.0019662
63,-0.5770359,-3.0169961
64,-0.48937172,-3.0421474
65,-0.4575618,-3.045312
66,-0.42348376,-3.0208216
67,-0.5307131,-3.0921974
68,-0.50260776,-3.0017092
69,-0.47657555,-2.9608455
70,-0.5143733,-2.9599452
71,-0.5099765,-3.0159514
72,-0.50765455,-2.989379
73,-0.5860033,-2.950437
74,-0.48189276,-3.0718856
75,-0.48983228,-2.9906878
76,-0.5164595,-2.9412403
77,-0.30217147,-3.079979
78,-0.4963479,-2.9981494
79,-0.5479689,-2.9520938
80,-0.45604402,-2.944798
81,-0.4389492,-3.0623026
82,-0.5623987,-2.986215
83,-0.5994488,-3.0501456
84,-0.5018544,-3.0661108
85,-0.5346316,-2.9173946
86,-0.43961617,-2.978618
87,-0.498454,-3.0415127
88,-0.45159972,-3.027542
89,-0.5250195,-2.9494047
90,-0.44123432,-2.980464
91,-0.5704262,-2.91443
92,-0.330742,-3.0142415
93,-0.5229696,-3.002479
94,-0.4884849,-2.9586492
95,-0.39985454,-3.0803416
96,-0.54161346,-2.9778545
97,-0.48521805,-2.9594023
98,-0.44302163,-3.0275664
99,-0.43573546,-2.9798176
100,-0.4589178,-3.035893
101,-0.41204584,-3.028211
102,-0.38362575,-3.0067213
103,-0.48106915,-2.9207544
104,-0.39099497,-2.9930234
105,-0.3809771,-3.0518773
106,-0.508942,-2.9823725
107,-0.5090346,-2.9534383
108,-0.4839488,-2.928249
109,-0.4949999,-2.9467845
110,-0.6303646,-2.8857272
111,-0.35398835,-3.0066328
112,-0.45910645,-2.9903316
113,-0.51938474,-2.9833097
114,-0.2993248,-3.0754895
115,-0.54376125,-3.0208375
116,-0.55741304,-2.9047127
117,-0.49085355,-3.001918
118,-0.52739096,-2.9418726
119,-0.49582562,-3.0466042
120,-0.49497297,-3.0043213
121,-0.5496758,-3.0914102
122,-0.48858702,-3.038268
123,-0.42662212,-3.031805
124,-0.46922535,-2.9706035
125,-0.49232325,-3.0660274
126,-0.47032183,-2.9851942
127,-0.38681525,-3.006122
128,-0.55164486,-2.997913
129,-0.5319294,-3.0150962
130,-0.42352661,-3.0309148
131,-0.46617106,-2.9814708
132,-0.5233298,-2.9947724
133,-0.577062,-2.9140768
134,-0.45085353,-3.0753593
135,-0.31019133,-3.0102522
136,-0.43482867,-3.0243464
137,-0.49936864,-3.0081508
138,-0.46284184,-3.0215864
139,-0.42320904,-3.0026827
140,-0.4021513,-2.9527054
141,-0.56192017,-3.0350718
142,-0.5273037,-2.9281495
143,-0.6010347,-2.8901782
144,-0.46776137,-3.0334105
145,-0.45568174,-2.9748247
146,-0.5050949,-3.0076365
147,-0.2896434,-3.0474138
148,-0.46785077,-3.0024414
149,-0.32696044,-3.092176
150,-0.24974233,-3.0418668
151,-0.42596817,-3.104663
152,-0.59313774,-2.9793193
153,-0.5011849,-3.056374
154,-0.5181783,-2.9438763
155,-0.44263124,-3.001608
156,-0.37756407,-2.9494126
157,-0.5719123,-2.9563198
158,-0.46541873,-3.0448866
159,-0.47528127,-2.9499362
160,-0.5463027,-2.9850092
161,-0.5241598,-3.0193543
162,-0.5165211,-3.0236533
163,-0.41727015,-3.000065
164,-0.5187275,-3.0330882
165,-0.48303312,-3.073009
166,-0.4591707,-2.9593894
167,-0.35847104,-2.9393616
168,-0.37631267,-2.9485369
169,-0.31780273,-3.0796943
170,-0.4103346,-3.0183856
171,-0.42024097,-3.044206
172,-0.38791823,-2.9786532
173,-0.56757414,-2.9887462
174,-0.4241174,-3.0310075
175,-0.551535,-2.9805021
176,-0.5418036,-3.0052898
177,-0.5747614,-2.9609115
178,-0.31519932,-3.040394
179,-0.5733369,-2.9172583
180,-0.4757478,-2.9818983
181,-0.6561869,-2.9541917
182,-0.418462,-3.0144877
183,-0.5340344,-2.995819
184,-0.43919888,-2.9621413
185,-0.37896663,-2.9990396
186,-0.6218748,-2.9691067
187,-0.4230492,-3.0325594
188,-0.37988585,-3.024136
189,-0.4430968,-3.0167427
190,-0.5317515,-3.0408103
191,-0.42549855,-3.0117872
192,-0.55097675,-3.02296
193,-0.38829315,-3.0036783
194,-0.5414072,-3.006775
195,-0.36223537,-3.042356
196,-0.4167183,-3.0264525
197,-0.4821155,-2.9754548
198,-0.45708627,-3.0643387
199,-0.51776683,-3.0142717
200,-0.5104109,-3.001651
201,-0.48654294,-3.0029707
202,-0.49318233,-3.004564
203,-0.38169223,-3.029688
204,-0.43176636,-2.9345417
205,-0.5139259,-3.0009036
206,-0.5673122,-2.9948487
207,-0.4754219,-2.9757137
208,-0.5057795,-3.0054152
209,-0.21984047,-3.0758
210,-0.4316989,-2.9636467
211,-0.3984294,-3.0118217
212,-0.28973138,-2.9914162
213,-0.5621538,-3.0547552
214,-0.4989965,-3.0356996
215,-0.34900576,-3.0467122
216,-0.43563738,-3.068474
217,-0.5736146,-3.0236564
218,-0.60845375,-2.9131978
219,-0.41124773,-2.9849834
220,-0.5494134,-3.0059447
221,-0.3511039,-3.0193243
222,-0.45880923,-2.9962008
223,-0.5239321,-2.9991083
224,-0.62728673,-3.0125837
225,-0.47736618,-2.9673924
226,-0.42919165,-3.0072217
227,-0.5175205,-3.028574
228,-0.42591572,-2.998277
229,-0.37170058,-3.060276
230,-0.5394919,-3.0812256
231,-0.41074127,-3.0639665
232,-0.50405824,-2.9428153
233,-0.41523665,-3.0191298
234,-0.45057848,-3.0169551
235,-0.5960852,-2.95502
236,-0.43694538,-2.9765205
237,-0.40052825,-2.9967885
238,-0.5232626,-2.9293678
239,-0.45804635,-2.9908118
240,-0.34048736,-3.0172334
241,-0.35077554,-2.982223
242,-0.49115038,-3.0518801
243,-0.54221976,-2.9350114
244,-0.5814477,-2.9446876
245,-0.34457946,-3.1286826
246,-0.5729543,-2.9593961
247,-0.5321593,-3.0488987
248,-0.39247513,-3.022978
249,-0.3919382,-3.017705
250,-0.52739555,-2.9744177
251,-0.48183265,-3.0282025
252,-0.4878357,-3.0879188
253,-0.45848545,-3.0250368
254,-0.41829488,-2.9694593
255,-0.5745759,-2.994525
256,-0.5280081,-2.929637
257,-0.33203012,-3.0183356
258,-0.49069613,-2.9780297
259,-0.47653306,-3.0278604
260,-0.416873,-3.0249329
261,-0.49010545,-3.018248
262,-0.45975348,-3.075195
263,-0.53862214,-3.0155225
264,-0.52873194,-2.9936447
265,-0.50353485,-3.0546637
266,-0.4222051,-3.0306776
267,-0.50421226,-3.0000708
268,-0.36366862,-3.0599675
269,-0.4903721,-2.9399357
270,-0.4274194,-3.0387952
271,-0.52356267,-2.991041
272,-0.39414388,-3.0565937
273,-0.3740188,-3.09404
274,-0.64474905,-2.9158669
275,-0.40744442,-2.98423
276,-0.57416373,-2.9662495
277,-0.46765962,-2.9304075
278,-0.43326908,-3.0141811
279,-0.4273237,-3.0037723
280,-0.50369114,-3.036101
281,-0.45440817,-2.9755576
282,-0.3644476,-2.9671326
283,-0.5392549,-2.9708607
284,-0.50752693,-2.9837992
285,-0.38777375,-3.049015
286,-0.59382296,-2.9596114
287,-0.4312879,-3.0776
288,-0.5136875,-3.051861
289,-0.46908322,-3.0022562
290,-0.41569567,-3.0266914
291,-0.4946032,-3.0145931
292,-0.5255543,-2.991069
293,-0.49122983,-3.0776243
294,-0.50239724,-3.0214865
295,-0.5558909,-2.935415
296,-0.5114512,-3.0322518
297,-0.59225434,-2.9629195
298,-0.67260635,-2.9274302
299,-0.4832802,-2.9604607
300,-0.48848936,-3.0210342
301,-0.44834208,-3.0763586
302,-0.46484566,-2.988611
303,-0.48010606,-2.9957657
304,-0.35860777,-3.0794528
305,-0.51779807,-3.0578654
306,-0.6075303,-2.9783182
307,-0.43953967,-2.9509282
308,-0.46157366,-3.0329359
309,-0.4634184,-3.0674877
310,-0.51819354,-2.91738
311,-0.5463364,-3.000607
312,-0.4934127,-2.9276123
313,-0.51601875,-3.0039454
314,-0.40637916,-2.9993544
315,-0.45265818,-2.9902377
316,-0.4961943,-3.0648968
317,-0.5705897,-2.9940977
318,-0.5464498,-2.9789152
319,-0.48334035,-2.9284475
320,-0.4790241,-3.043879
321,-0.48759997,-2.9705505
322,-0.4028849,-3.0810027
323,-0.44293594,-3.0320516
324,-0.45510343,-2.9969897
325,-0.42421493,-2.9545293
326,-0.44056925,-3.085824
327,-0.45363215,-3.0430202
328,-0.5101904,-2.9940028
329,-0.3798017,-3.0359106
330,-0.49323353,-2.950202
331,-0.5123069,-2.9446204
332,-0.46603146,-2.99824
333,-0.4323285,-3.0419333
334,-0.55847925,-2.9777236
335,-0.47841227,-3.0322652
336,-0.43818533,-2.975006
337,-0.54322064,-2.9257267
338,-0.49305955,-2.9917638
339,-0.41978288,-3.024928
